43.9170700507176, 23.742273672586112, 1
37.40515112612084, 36.99487581702818, 1
77.19411693650403, 88.17602172520441, 1
2.7883172411173662, 53.25025627198254, 1
25.20023496652336, 67.75157282554936, 1
87.36071010969295, 76.1487211001123, 1
-81.69856246767742, -2.076171546558858, -1
-95.85782436279287, -45.0905114421936, -1
-92.69011225209752, -82.77395326172227, -1
-26.572817465045993, -77.16747862721766, -1
-39.341077399304595, -34.038629691529344, -1
-76.62305939438025, -79.61873576776803, -1
